"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc"
"0460017C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,27,24,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,59,48.69,"$40,001 TO $50,000",45000.5,0,0,55.852
"0460018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,35,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,48.69,"$35,001 TO $40,000",37500.5,0,0,56.065
"0460019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,53,"DOCTORATE OR PROFESSIONAL DEGREE","MASTER'S DEGREE (MA, MS)",0,0,33.42,77.5,"$50,001 TO $75,000",62500.5,0,0,47.32
"0460020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,34,"SOME COLLEGE","SOME COLLEGE",0,0,29.6,34.95,"$40,001 TO $50,000",45000.5,0,0,48.864
"0460021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$20,001 TO $25,000",22500.5,0,0,51.964
"0460022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,38,"BACHELOR'S DEGREE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,53.5,35.78,"$40,001 TO $50,000",45000.5,0,0,56.409
"0460023C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.627
"0460024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,48,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,34.95,35.78,"$50,001 TO $75,000",62500.5,0,0,62.253
"0460025C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.63,37.67,"$50,001 TO $75,000",62500.5,0,0,41.389
"0460026C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,41,"SOME COLLEGE","SOME COLLEGE",0,0,48.69,33.42,"$50,001 TO $75,000",62500.5,0,0,38.207
"0461001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,35.92,"$10,001 TO $15,000",12500.5,1,0,31.857
"0461002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,35,"SOME COLLEGE","SOME COLLEGE",0,0,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,55.506
"0461003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,40,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.63,53.5,"$20,001 TO $25,000",22500.5,0,0,57.899
"0461005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,33.42,"$50,001 TO $75,000",62500.5,0,0,52.942
"0461006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.78,NA,"$20,001 TO $25,000",22500.5,0,0,62.766
"0461007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,36,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,53.5,"$50,001 TO $75,000",62500.5,0,0,42.899
"0461008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,39.2,"$30,001 TO $35,000",32500.5,1,1,54.067
"0461009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,37,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,38.18,53.5,"$40,001 TO $50,000",45000.5,0,0,51.609
"0461011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,31,"SOME COLLEGE","SOME COLLEGE",0,0,35.92,64.89,"$50,001 TO $75,000",62500.5,0,0,54.444
"0461012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,46,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,38.18,39.2,"$40,001 TO $50,000",45000.5,0,0,52.12
"0461013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",1,0,61.56,35.63,"$25,001 TO $30,000",27500.5,1,0,64.182
"0461014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,35,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,34.95,37.67,"$30,001 TO $35,000",32500.5,0,0,69.195
"0461015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,38,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,37.67,"$40,001 TO $50,000",45000.5,0,0,49.938
"0461017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,40,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,33.42,34.95,"$50,001 TO $75,000",62500.5,0,0,53.743
"0461019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,38.18,35.78,"$50,001 TO $75,000",62500.5,0,0,63.235
"0462001C",0,"ASIAN",0,0,0,1,1,45,50,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,53.5,35.92,"$40,001 TO $50,000",45000.5,0,0,69.533
"0462002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,45,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,29.6,39.2,"$35,001 TO $40,000",37500.5,0,0,43.723
"0462005C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,38,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,53.5,53.5,"$35,001 TO $40,000",37500.5,0,0,63.148
"0462006C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,38,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,29.6,53.5,"$15,001 TO $20,000",17500.5,1,0,48.876
"0462007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,44,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,34.95,53.5,"$50,001 TO $75,000",62500.5,0,0,61.132
"0462008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,34,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,34.95,"$50,001 TO $75,000",62500.5,0,0,57.206
"0462009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,NA,37.67,"$50,001 TO $75,000",62500.5,0,0,67.581
"0462011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,34.95,33.42,"$35,001 TO $40,000",37500.5,0,0,54.34
"0462013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,53.5,"$15,001 TO $20,000",17500.5,1,0,30.578
"0462015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,47,"SOME COLLEGE","SOME COLLEGE",0,0,57.83,53.5,"$75,001 TO $100,000",87500.5,0,0,68.64
"0462019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,29.6,"$40,001 TO $50,000",45000.5,0,0,52.439
"0462020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,36,"SOME COLLEGE","SOME COLLEGE",0,0,61.56,35.78,"$50,001 TO $75,000",62500.5,0,0,67.61
"0462021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,35.78,"$30,001 TO $35,000",32500.5,0,0,49.222
"0462022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,38.18,34.95,"$50,001 TO $75,000",62500.5,0,0,61.744
"0462024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,44,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,53.5,"$25,001 TO $30,000",27500.5,0,0,50.178
"0463001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$20,001 TO $25,000",22500.5,0,0,60.45
"0463005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,34,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,35.92,"$25,001 TO $30,000",27500.5,0,0,55.585
"0463006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.63,"$25,001 TO $30,000",27500.5,1,0,43.488
"0463007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,38.18,33.42,"$35,001 TO $40,000",37500.5,0,0,51.044
"0463011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,36,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","BACHELOR'S DEGREE",0,0,63.43,35.63,"$35,001 TO $40,000",37500.5,0,0,52.199
"0463012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,40,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,39.2,"$75,001 TO $100,000",87500.5,0,0,57.505
"0463014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,43,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,34.95,33.42,"$50,001 TO $75,000",62500.5,0,0,52.71
"0463016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,38.18,"$40,001 TO $50,000",45000.5,0,0,72.189
"0463017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$20,001 TO $25,000",22500.5,0,0,36.914
"0463018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,33.42,39.18,"$35,001 TO $40,000",37500.5,0,0,53.706
"0463023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",1,0,63.43,35.63,"$40,001 TO $50,000",45000.5,0,0,69.024
"0463024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,38,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,34.95,"$30,001 TO $35,000",32500.5,0,0,46.736
"0464001C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.985
"0464003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,"SOME COLLEGE","SOME COLLEGE",0,0,53.5,35.63,"$35,001 TO $40,000",37500.5,0,0,69.613
"0464005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,39.18,"$25,001 TO $30,000",27500.5,0,1,63.281
"0464006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,61.56,35.63,"$25,001 TO $30,000",27500.5,0,0,46.592
"0464009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,35.78,33.42,"$30,001 TO $35,000",32500.5,0,0,61.956
"0464010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,35,"VOC/TECH PROGRAM","BACHELOR'S DEGREE",1,0,35.63,35.63,"$15,001 TO $20,000",17500.5,1,0,50.737
"0464012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,"SOME COLLEGE","SOME COLLEGE",0,0,35.78,35.63,"$35,001 TO $40,000",37500.5,0,0,67.08
"0464013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,38,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,33.42,"$30,001 TO $35,000",32500.5,0,0,51.818
"0464014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,38.18,61.56,"$30,001 TO $35,000",32500.5,0,0,57.826
"0464015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,48,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,33.42,"$30,001 TO $35,000",32500.5,0,0,46.567
"0464016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.2,"$50,001 TO $75,000",62500.5,0,0,49.544
"0464018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,47,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,35.92,"$30,001 TO $35,000",32500.5,0,0,52.116
"0464019C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.562
"0464020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,38,"SOME COLLEGE","SOME COLLEGE",0,0,52.54,48.69,"$50,001 TO $75,000",62500.5,0,0,50.092
"0464021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,35,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,35.63,35.63,"$75,001 TO $100,000",87500.5,0,0,56.555
"0464022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,57.83,NA,"$15,001 TO $20,000",17500.5,0,0,43.878
"0464023C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,38,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","8TH GRADE OR BELOW",1,1,29.6,39.2,"$30,001 TO $35,000",32500.5,0,0,48.365
"0464024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,35.78,"$30,001 TO $35,000",32500.5,0,0,52.615
"0465003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,37,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.63,"$20,001 TO $25,000",22500.5,1,0,45.311
"0465004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,42,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,35.63,"$20,001 TO $25,000",22500.5,1,0,36.315
"0465006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,35.78,35.63,"$30,001 TO $35,000",32500.5,0,0,55.927
"0465007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,50,53,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,57.83,35.92,"$35,001 TO $40,000",37500.5,0,0,80.185
"0465008C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.806
"0465009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,33,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,39.2,"$35,001 TO $40,000",37500.5,0,0,45.405
"0465010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,38.18,33.42,"$40,001 TO $50,000",45000.5,0,0,67.51
"0465012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,51,"BACHELOR'S DEGREE","9TH - 12TH GRADE",0,1,34.95,34.95,"$20,001 TO $25,000",22500.5,1,0,47.224
"0465014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,35.63,"$20,001 TO $25,000",22500.5,1,0,48.325
"0465016C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.865
"0465017C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.717
"0465018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,58,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,34.95,"$25,001 TO $30,000",27500.5,0,0,60.507
"0465019C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,NA,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","NOT APPLICABLE",1,NA,NA,33.42,"$20,001 TO $25,000",22500.5,0,0,55.333
"0465020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$15,001 TO $20,000",17500.5,1,1,50.339
"0465021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,35.92,"$25,001 TO $30,000",27500.5,0,0,30.011
"0465023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,36,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,39.18,"$40,001 TO $50,000",45000.5,0,0,52.629
"0465025C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.76
"0466001C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,57.83,NA,"$10,001 TO $15,000",12500.5,1,0,58.575
"0466004C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,37,52,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.63,35.63,"$30,001 TO $35,000",32500.5,0,0,52.377
"0466005C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.18,"$100,001 TO $200,000",150000.5,0,0,57.233
"0466006C",1,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.446
"0466007C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,51,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,53.5,52.54,"$50,001 TO $75,000",62500.5,0,0,57.959
"0466008C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,38,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,38.18,35.63,"$30,001 TO $35,000",32500.5,0,0,59.824
"0466009C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.2,"$50,001 TO $75,000",62500.5,0,0,41.255
"0466010C",1,"WHITE, NON-HISPANIC",1,0,0,0,2,33,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,61.56,NA,"$35,001 TO $40,000",37500.5,0,0,54.494
"0466011C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,40,44,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,39.18,"$40,001 TO $50,000",45000.5,0,0,53.547
"0466012C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,47,48,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,33.42,"$25,001 TO $30,000",27500.5,0,0,57.463
"0466014C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,43,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,53.5,35.63,"$30,001 TO $35,000",32500.5,0,0,52.366
"0466015C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,46,37,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,53.5,64.89,"$75,001 TO $100,000",87500.5,0,0,61.372
"0466017C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,40,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,71.713
"0466018C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,39.2,"$100,001 TO $200,000",150000.5,0,0,65.953
"0466019C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,35.78,"$50,001 TO $75,000",62500.5,0,0,44.94
"0466020C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","MASTER'S DEGREE (MA, MS)",1,0,61.56,39.18,"$40,001 TO $50,000",45000.5,0,0,61.595
"0466022C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,41,47,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,38.18,35.78,"$50,001 TO $75,000",62500.5,0,0,48.603
"0466023C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,35,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.18,"$35,001 TO $40,000",37500.5,0,0,55.237
"0466024C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,34,38,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,59,53.5,"$40,001 TO $50,000",45000.5,0,0,58.189
"0467001C",0,"WHITE, NON-HISPANIC",1,0,0,0,4,40,39,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,33.42,NA,"$15,001 TO $20,000",17500.5,1,0,55.971
"0467003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,36,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,39.18,"$35,001 TO $40,000",37500.5,0,0,55.331
"0467004C",0,"WHITE, NON-HISPANIC",1,0,0,0,5,30,46,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,35.63,"$5,000 TO $5,000",5000,1,0,41.864
"0467006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,35.63,"$25,001 TO $30,000",27500.5,0,0,53.161
"0467007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,33.42,"$35,001 TO $40,000",37500.5,0,0,64.894
"0467008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,45,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,38.18,77.5,"$100,001 TO $200,000",150000.5,0,0,58.74
"0467009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,59,NA,"$40,001 TO $50,000",45000.5,0,0,45.048
"0467010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,52,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,29.6,NA,"$10,001 TO $15,000",12500.5,1,0,40.024
"0467011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,63.43,35.63,"$25,001 TO $30,000",27500.5,0,0,57.565
"0467012C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,38,41,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,38.18,39.18,"$40,001 TO $50,000",45000.5,0,0,64.566
"0467013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,41,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,35.63,"$25,001 TO $30,000",27500.5,0,0,59.966
"0467014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,NA,35.63,"$30,001 TO $35,000",32500.5,0,0,70.199
"0467015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,77.5,35.78,"$75,001 TO $100,000",87500.5,0,0,56.532
"0467016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,37.67,39.2,"$40,001 TO $50,000",45000.5,0,0,40.181
"0467017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,61.56,39.18,"$40,001 TO $50,000",45000.5,0,0,51.889
"0467018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,51,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.63,35.63,"$5,001 TO $10,000",7500.5,1,1,63.897
"0467019C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,34,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.92,"$35,001 TO $40,000",37500.5,0,0,37.333
"0467020C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,NA,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","NOT APPLICABLE",1,NA,NA,53.5,"$25,001 TO $30,000",27500.5,0,0,52.193
